v8-version,6,8,275,32,-node.12,0
code-creation,Script,10,6888793,0x70ad487fe2a,8, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/auth_provider.js:1:1,0x70ad487fbe0,~
code-creation,Script,10,6888831,0x174322b54a2,103, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/auth_provider.js:1:11,0x70ad487fd48,~
code-creation,Script,10,6889178,0x174322b0ec2,8, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/x509.js:1:1,0x174322b24a8,~
code-creation,Script,10,6889443,0x174322af9d2,60, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/x509.js:1:11,0x174322b19d0,~
tick,0x32ce626b3358,6889521,0,0x3ec177282801,0,0x39e50fd84bd,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487ef19,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487b3bb,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f880e0,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f8433b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3c92b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3af8a,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd268662,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd2649f3,0x3f176c4edd00,0x3f176c4ed63f,0x3f176c4ed665,0x1c0fdd264704,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x4a1993c7bd6,0x1c0fdd25dcb8,0x174322ff1fe,0x1c0fdd263e39,0x1c0fdd261379,0x1c0fdd260e32,0x1c0fdd260b76,0x1b8e5ff71e90,0x1c0fdd260724,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25ed4c,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25c49a,0x20002c17dfd6,0x11e1a2c7645a,0x11e1a2c78764,0x20002c17f84c,0x450b45047e8,0x8aa8e0,0x174322c98d7
code-creation,Script,10,6889868,0x174322ab702,8, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/plain.js:1:1,0x174322ac580,~
code-creation,Script,10,6889900,0x174322aa012,95, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/plain.js:1:11,0x174322abcb0,~
tick,0x32ce62705752,6890592,0,0x32ce626918d5,0,0x39e50fd961a,0x39e50fd9119,0x39e50fd8f65,0x39e50fd83f7,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487ef2d,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487b3bb,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f880e0,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f8433b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3c92b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3af8a,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd268662,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd2649f3,0x3f176c4edd00,0x3f176c4ed63f,0x3f176c4ed665,0x1c0fdd264704,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x4a1993c7bd6,0x1c0fdd25dcb8,0x174322ff1fe,0x1c0fdd263e39,0x1c0fdd261379,0x1c0fdd260e32,0x1c0fdd260b76,0x1b8e5ff71e90,0x1c0fdd260724,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25ed4c,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25c49a,0x20002c17dfd6,0x11e1a2c7645a,0x11e1a2c78764,0x20002c17f84c,0x450b45047e8,0x8aa8e0,0x174322c98d7
code-creation,Script,10,6890868,0x174322a1002,8, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/gssapi.js:1:1,0x174322a59a0,~
code-creation,Script,10,6890899,0x1743229b84a,120, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/gssapi.js:1:11,0x174322a0f20,~
code-creation,Script,10,6891353,0x17432292b0a,8, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/sspi.js:1:1,0x17432295f08,~
code-creation,Script,10,6891389,0x17432292e22,102, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/sspi.js:1:11,0x174322948b0,~
tick,0x1004641,6892175,0,0x7ffd8f6cf860,0,0x110bec0,0x17432292e73,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487ef37,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487b3bb,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f880e0,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f8433b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3c92b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3af8a,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd268662,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd2649f3,0x3f176c4edd00,0x3f176c4ed63f,0x3f176c4ed665,0x1c0fdd264704,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x4a1993c7bd6,0x1c0fdd25dcb8,0x174322ff1fe,0x1c0fdd263e39,0x1c0fdd261379,0x1c0fdd260e32,0x1c0fdd260b76,0x1b8e5ff71e90,0x1c0fdd260724,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25ed4c,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25c49a,0x20002c17dfd6,0x11e1a2c7645a,0x11e1a2c78764,0x20002c17f84c,0x450b45047e8,0x8aa8e0,0x174322c98d7
tick,0xb27ecb,6892721,1,0x90fe90,2,0xb5f280,0x39e50fd96c0,0x39e50fd9119,0x39e50fd8f65,0x39e50fd83f7,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487ef41,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487b3bb,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f880e0,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f8433b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3c92b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3af8a,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd268662,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd2649f3,0x3f176c4edd00,0x3f176c4ed63f,0x3f176c4ed665,0x1c0fdd264704,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x4a1993c7bd6,0x1c0fdd25dcb8,0x174322ff1fe,0x1c0fdd263e39,0x1c0fdd261379,0x1c0fdd260e32,0x1c0fdd260b76,0x1b8e5ff71e90,0x1c0fdd260724,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25ed4c,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25c49a,0x20002c17dfd6,0x11e1a2c7645a,0x11e1a2c78764,0x20002c17f84c,0x450b45047e8,0x8aa8e0,0x174322c98d7
code-creation,Script,10,6892872,0x70ad480a562,8, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/scram.js:1:1,0x17432287f68,~
code-creation,Script,10,6892903,0x70ad480ae02,347, /home/mauricio/projetos/api-pays/node_modules/mongodb/lib/core/auth/scram.js:1:11,0x70ad480a480,~
code-creation,Script,10,6893936,0x70ad480cb52,8, /home/mauricio/projetos/api-pays/node_modules/saslprep/index.js:1:1,0x70ad480c860,~
code-creation,Script,10,6893972,0x70ad480ce92,145, /home/mauricio/projetos/api-pays/node_modules/saslprep/index.js:1:11,0x70ad480ca70,~
tick,0x9104b4,6894309,1,0x90fe90,6,0xb5f280,0x39e50fd96c0,0x39e50fd9119,0x39e50fd8f65,0x39e50fd83f7,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480cec3,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480ae91,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487ef41,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487b3bb,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f880e0,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f8433b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3c92b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3af8a,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd268662,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd2649f3,0x3f176c4edd00,0x3f176c4ed63f,0x3f176c4ed665,0x1c0fdd264704,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x4a1993c7bd6,0x1c0fdd25dcb8,0x174322ff1fe,0x1c0fdd263e39,0x1c0fdd261379,0x1c0fdd260e32,0x1c0fdd260b76,0x1b8e5ff71e90,0x1c0fdd260724,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25ed4c,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25c49a,0x20002c17dfd6,0x11e1a2c7645a,0x11e1a2c78764,0x20002c17f84c,0x450b45047e8,0x8aa8e0,0x174322c98d7
code-creation,Script,10,6894371,0x70ad480d5c2,8, /home/mauricio/projetos/api-pays/node_modules/saslprep/lib/memory-code-points.js:1:1,0x70ad480d318,~
code-creation,Script,10,6894395,0x70ad480d7ea,164, /home/mauricio/projetos/api-pays/node_modules/saslprep/lib/memory-code-points.js:1:11,0x70ad480d4e0,~
tick,0x32ce627057fd,6895279,0,0x1,0,0x39e50fdc99a,0x39e50fce166,0x39e50fcc88c,0x39e50fcc292,0x39e50fdb165,0x39e50fdae99,0x70ad480d817,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480cec3,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480ae91,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487ef41,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487b3bb,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f880e0,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f8433b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3c92b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3af8a,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd268662,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd2649f3,0x3f176c4edd00,0x3f176c4ed63f,0x3f176c4ed665,0x1c0fdd264704,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x4a1993c7bd6,0x1c0fdd25dcb8,0x174322ff1fe,0x1c0fdd263e39,0x1c0fdd261379,0x1c0fdd260e32,0x1c0fdd260b76,0x1b8e5ff71e90,0x1c0fdd260724,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25ed4c,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25c49a,0x20002c17dfd6,0x11e1a2c7645a,0x11e1a2c78764,0x20002c17f84c,0x450b45047e8,0x8aa8e0,0x174322c98d7
code-creation,Script,10,6895819,0x70ad480e6f2,8, /home/mauricio/projetos/api-pays/node_modules/sparse-bitfield/index.js:1:1,0x70ad480e480,~
code-creation,Script,10,6895867,0x70ad480eb7a,132, /home/mauricio/projetos/api-pays/node_modules/sparse-bitfield/index.js:1:11,0x70ad480e610,~
tick,0xfdee1f,6896680,1,0x90fe90,5,0xb5f280,0x39e50fd96c0,0x39e50fd9119,0x39e50fd8f65,0x39e50fd83f7,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480eb96,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480d817,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480cec3,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480ae91,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487ef41,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487b3bb,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f880e0,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f8433b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3c92b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3af8a,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd268662,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd2649f3,0x3f176c4edd00,0x3f176c4ed63f,0x3f176c4ed665,0x1c0fdd264704,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x4a1993c7bd6,0x1c0fdd25dcb8,0x174322ff1fe,0x1c0fdd263e39,0x1c0fdd261379,0x1c0fdd260e32,0x1c0fdd260b76,0x1b8e5ff71e90,0x1c0fdd260724,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25ed4c,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25c49a,0x20002c17dfd6,0x11e1a2c7645a,0x11e1a2c78764,0x20002c17f84c,0x450b45047e8,0x8aa8e0,0x174322c98d7
code-creation,Script,10,6897003,0x70ad480f822,8, /home/mauricio/projetos/api-pays/node_modules/memory-pager/index.js:1:1,0x70ad480f580,~
code-creation,Script,10,6897032,0x70ad480feda,164, /home/mauricio/projetos/api-pays/node_modules/memory-pager/index.js:1:11,0x70ad480f740,~
tick,0x102e800,6897423,0,0x0,3,0x1113c60,0x70ad480d83f,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480cec3,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480ae91,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487ef41,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487b3bb,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f880e0,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f8433b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3c92b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3af8a,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd268662,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd2649f3,0x3f176c4edd00,0x3f176c4ed63f,0x3f176c4ed665,0x1c0fdd264704,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x4a1993c7bd6,0x1c0fdd25dcb8,0x174322ff1fe,0x1c0fdd263e39,0x1c0fdd261379,0x1c0fdd260e32,0x1c0fdd260b76,0x1b8e5ff71e90,0x1c0fdd260724,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25ed4c,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25c49a,0x20002c17dfd6,0x11e1a2c7645a,0x11e1a2c78764,0x20002c17f84c,0x450b45047e8,0x8aa8e0,0x174322c98d7
code-creation,LazyCompile,10,6897475,0x70ad48106c2,125,read /home/mauricio/projetos/api-pays/node_modules/saslprep/lib/memory-code-points.js:15:14,0x70ad480d5e0,~
code-creation,LazyCompile,10,6897557,0x70ad481093a,127,readUInt32BE internal/buffer.js:191:22,0x134b60b18878,~
code-creation,LazyCompile,10,6897619,0x70ad4810bda,25,checkNumberType internal/buffer.js:40:25,0x134b60b18398,~
code-creation,LazyCompile,10,6897682,0x70ad4810df2,90,slice buffer.js:1007:40,0x134b60b146a8,~
code-creation,LazyCompile,10,6897731,0x70ad4811052,89,adjustOffset buffer.js:990:22,0x134b60b13c18,~
code-creation,Builtin,3,6897772,0x32ce626e9de0,525,MathTrunc
code-creation,Builtin,3,6897778,0x32ce626e9de0,525,MathTrunc
code-creation,Builtin,3,6897817,0x32ce626ea040,190,TypedArrayPrototypeByteOffset
code-creation,Builtin,3,6897823,0x32ce626ea040,190,TypedArrayPrototypeByteOffset
code-creation,LazyCompile,10,6898053,0x70ad481141a,330,Bitfield /home/mauricio/projetos/api-pays/node_modules/sparse-bitfield/index.js:5:19,0x70ad480e710,~
code-creation,LazyCompile,10,6898152,0x70ad4811b22,171,Pager /home/mauricio/projetos/api-pays/node_modules/memory-pager/index.js:3:16,0x70ad480f840,~
code-creation,LazyCompile,10,6898249,0x70ad4811faa,11,powerOfTwo /home/mauricio/projetos/api-pays/node_modules/sparse-bitfield/index.js:93:21,0x70ad480e7e0,~
tick,0xf6bf01,6898501,0,0x7ffd8f6ce4a0,3,0x1113c60,0x70ad4811534,0x70ad4811428,0x70ad481073a,0x70ad480d83f,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480cec3,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad480ae91,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487ef41,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x70ad487b3bb,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f880e0,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x168806f8433b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3c92b,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c3af8a,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd268662,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x1c0fdd2649f3,0x3f176c4edd00,0x3f176c4ed63f,0x3f176c4ed665,0x1c0fdd264704,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x4a1993c7bd6,0x1c0fdd25dcb8,0x174322ff1fe,0x1c0fdd263e39,0x1c0fdd261379,0x1c0fdd260e32,0x1c0fdd260b76,0x1b8e5ff71e90,0x1c0fdd260724,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25ed4c,0x20002c17dfd6,0x11e1a2c7645a,0x4a1993a4cbc,0x4a1993a4b00,0x1c0fdd25c49a,0x20002c17dfd6,0x11e1a2c7645a,0x11e1a2c78764,0x20002c17f84c,0x450b45047e8,0x8aa8e0,0x174322c98d7
code-creation,LazyCompile,10,6898537,0x70ad481221a,186,Pager.set /home/mauricio/projetos/api-pays/node_modules/memory-pager/index.js:81:32,0x70ad480fcb8,~
code-creation,LazyCompile,10,6898621,0x70ad481264a,133,Pager._array /home/mauricio/projetos/api-pays/node_modules/memory-pager/index.js:38:35,0x70ad480fbe8,~
code-creation,LazyCompile,10,6898678,0x70ad48128fa,119,factor /home/mauricio/projetos/api-pays/node_modules/memory-pager/index.js:156:17,0x70ad480fab0,~
code-creation,Handler,1,6898720,0x32ce626ea140,600,UnknownBytecodeHadler
code-creation,BytecodeHandler,1,6898729,0x32ce626ea140,600,BitwiseAndSmi.Wide
code-creation,Stub,2,6898979,0x32ce626ea3e0,480,StoreFastElementStub
code-creation,Handler,1,6899012,0x32ce626ea600,992,UnknownBytecodeHadler
